0.00,23.00,24.00,0.00,NNE,11.00,1014.80,0
0.00,12.60,49.00,7.00,NW,19.00,1020.80,0
0.00,10.20,31.00,1.00,S,15.00,1018.10,0
0.00,25.40,30.00,0.00,NW,13.00,1016.00,0
0.00,13.20,43.00,5.00,S,15.00,1018.50,0
0.00,25.60,32.00,0.00,NNW,13.00,1016.60,0
0.00,15.80,54.00,0.00,WSW,4.00,1027.80,0
0.00,24.40,27.00,0.00,S,24.00,1017.10,0
0.00,38.00,8.00,0.00,ENE,26.00,1011.70,0
1.60,24.50,44.00,8.00,N,13.00,1015.30,0
0.00,21.70,26.00,4.00,NNW,33.00,1003.70,0
0.00,38.00,8.00,0.00,ENE,26.00,1011.70,0
0.00,16.60,58.00,8.00,ENE,15.00,1022.40,0
0.00,24.90,49.00,2.00,WNW,20.00,1014.30,0
0.00,28.60,29.00,0.00,NW,11.00,1013.70,0
0.20,14.90,42.00,0.00,NW,28.00,1017.70,0
5.00,25.40,45.00,1.00,NNE,13.00,1015.70,0
64.40,21.00,57.00,8.00,E,28.00,1013.80,0
0.60,11.10,50.00,1.00,WNW,33.00,1017.40,0
0.00,15.20,42.00,0.00,N,28.00,1025.30,0
0.00,20.50,36.00,6.00,ESE,19.00,1012.90,0
0.00,19.50,33.00,0.00,NW,31.00,1020.40,0
3.80,18.80,35.00,0.00,WNW,35.00,1012.40,0
0.00,24.70,27.00,0.00,NNW,9.00,1014.70,0
0.00,15.70,43.00,0.00,WNW,28.00,1018.80,0
0.00,12.40,40.00,1.00,NNW,20.00,1020.50,0
0.00,13.90,64.00,8.00,E,17.00,1031.20,0
0.00,21.90,47.00,6.00,ESE,22.00,1014.70,0
0.00,37.50,10.00,0.00,S,13.00,1012.60,0
16.40,27.80,33.00,0.00,WNW,30.00,1004.30,0
0.20,12.80,34.00,0.00,N,11.00,1021.50,0
0.80,29.70,32.00,0.00,W,26.00,1013.70,0
0.00,18.20,64.00,8.00,SW,9.00,1021.50,0
0.00,10.10,45.00,0.00,NNW,19.00,1021.30,0
0.00,15.60,43.00,0.00,NW,24.00,1021.00,0
0.00,12.00,30.00,4.00,SSE,19.00,1020.80,0
0.00,21.80,48.00,8.00,E,24.00,1016.60,0
0.00,9.90,60.00,8.00,WNW,35.00,1013.70,0
0.00,25.60,32.00,0.00,NNW,13.00,1016.60,0
0.00,21.90,57.00,7.00,SE,28.00,1012.40,0
0.00,13.90,64.00,8.00,E,17.00,1031.20,0
0.00,10.20,51.00,7.00,NW,24.00,1016.20,0
0.00,20.30,39.00,8.00,NNW,24.00,1021.90,0
4.60,17.80,45.00,7.00,S,30.00,1011.40,0
0.20,12.50,55.00,8.00,S,26.00,1026.50,0
0.00,24.90,49.00,2.00,WNW,20.00,1014.30,0
0.00,29.40,33.00,0.00,NNW,17.00,1013.90,0
0.00,12.40,40.00,0.00,S,22.00,1022.80,0
0.00,15.90,35.00,0.00,NNW,20.00,1019.90,0
0.00,13.30,46.00,0.00,NNW,7.00,1028.40,0
0.00,31.90,20.00,0.00,W,22.00,1010.20,0
0.00,14.60,49.00,0.00,NNW,6.00,1022.00,0
0.00,10.70,40.00,3.00,WNW,26.00,1014.00,0
0.60,11.10,50.00,1.00,WNW,33.00,1017.40,0
0.00,11.90,48.00,0.00,NNW,7.00,1030.30,0
0.00,11.30,52.00,8.00,S,22.00,1025.80,0
0.00,30.50,43.00,8.00,NE,15.00,1010.20,0
0.00,27.20,38.00,0.00,NNW,7.00,1012.30,0
1.20,24.40,44.00,1.00,NNW,33.00,1006.50,0
0.00,23.20,44.00,0.00,NNW,13.00,1019.60,0
0.00,9.50,50.00,0.00,NNW,20.00,1014.90,0
0.00,16.60,58.00,8.00,ESE,31.00,1028.30,0
0.00,28.70,14.00,0.00,W,22.00,1016.20,0
0.00,24.50,32.00,0.00,SSW,2.00,1019.10,0
0.00,16.60,58.00,8.00,ESE,31.00,1028.30,0
0.00,24.80,47.00,0.00,N,15.00,1015.00,0
0.00,14.30,39.00,0.00,WNW,31.00,1015.60,0
0.00,15.40,37.00,0.00,WNW,20.00,1017.80,0
0.00,13.70,43.00,0.00,NE,9.00,1021.90,0
0.00,15.70,43.00,0.00,WNW,28.00,1018.80,0
0.00,21.30,33.00,8.00,WNW,26.00,1016.40,0
0.00,22.10,34.00,0.00,WNW,9.00,1019.90,0
0.00,21.10,41.00,0.00,NNW,7.00,1021.10,0
0.00,20.50,36.00,6.00,ESE,19.00,1012.90,0
1.40,11.40,71.00,8.00,ESE,26.00,1028.30,0
0.00,30.70,21.00,5.00,WSW,17.00,1013.40,0
0.00,10.30,46.00,0.00,NW,17.00,1018.50,0
0.00,25.30,37.00,0.00,N,11.00,1015.90,0
0.00,10.20,42.00,6.00,N,28.00,1015.10,0
0.00,28.70,14.00,0.00,W,22.00,1016.20,0
0.00,29.10,18.00,0.00,NW,28.00,1005.40,0
0.00,12.50,54.00,0.00,WNW,35.00,1022.10,0
0.00,18.60,46.00,6.00,E,20.00,1023.90,0
0.00,26.70,29.00,1.00,W,19.00,1017.40,0
0.00,14.30,39.00,0.00,WNW,31.00,1015.60,0
0.00,29.30,19.00,2.00,WSW,20.00,1014.10,0
0.20,22.90,41.00,4.00,E,17.00,1024.90,0
0.00,9.60,47.00,8.00,NNW,17.00,1018.70,0
1.40,11.40,71.00,8.00,ESE,26.00,1028.30,0
0.00,11.90,48.00,0.00,NNW,7.00,1030.30,0
0.00,38.00,8.00,0.00,ENE,26.00,1011.70,0
0.00,11.70,48.00,0.00,NNW,17.00,1026.40,0
0.00,21.10,25.00,0.00,W,19.00,1021.30,0
3.20,28.80,45.00,8.00,NNW,20.00,1009.80,0
0.00,24.50,32.00,0.00,SSW,2.00,1019.10,0
0.00,12.30,38.00,4.00,N,9.00,1015.30,0
0.00,27.80,32.00,0.00,WNW,19.00,1014.70,0
0.00,23.90,44.00,4.00,ESE,22.00,1021.30,0
2.40,12.00,32.00,0.00,SSW,15.00,1019.90,0
0.00,10.40,49.00,0.00,NNW,28.00,1018.70,0
0.00,21.20,24.00,0.00,NNW,30.00,1013.80,0
0.00,12.60,49.00,7.00,NW,19.00,1020.80,0
0.00,9.60,47.00,8.00,NNW,17.00,1018.70,0
0.00,20.00,61.00,1.00,NE,7.00,1018.70,0
0.00,37.40,17.00,1.00,NNW,31.00,1010.60,0
0.00,11.90,42.00,0.00,NW,28.00,1018.20,0
5.20,11.70,49.00,1.00,WNW,33.00,1004.50,0
0.00,26.80,26.00,0.00,NNW,17.00,1013.90,0
0.00,25.60,32.00,0.00,NNW,13.00,1016.60,0
0.00,18.90,33.00,0.00,E,15.00,1023.20,0
0.00,27.70,23.00,0.00,NNE,11.00,1003.70,0
0.00,20.30,41.00,0.00,NNW,24.00,1015.70,0
0.00,11.30,52.00,8.00,S,22.00,1025.80,0
0.00,16.70,26.00,0.00,W,24.00,1016.30,0
1.40,14.40,47.00,0.00,ESE,17.00,1026.30,0
0.00,33.20,21.00,0.00,W,20.00,1012.50,0
0.00,32.00,21.00,8.00,WNW,9.00,1009.30,0
0.00,30.00,24.00,0.00,NW,37.00,1012.90,0
0.00,22.90,27.00,0.00,WNW,37.00,1011.30,0
0.00,13.70,54.00,0.00,NW,33.00,1019.10,0
0.00,10.20,31.00,1.00,S,15.00,1018.10,0
0.00,27.80,32.00,0.00,WNW,19.00,1014.70,0
0.00,16.20,54.00,0.00,W,7.00,1023.00,0
0.20,15.30,25.00,0.00,NW,33.00,1011.60,0
0.00,14.70,38.00,0.00,WNW,11.00,1026.20,0
0.00,11.40,45.00,8.00,NNE,13.00,1020.40,0
0.00,16.20,32.00,0.00,N,11.00,1018.60,0
0.00,10.10,45.00,0.00,NNW,19.00,1021.30,0
0.00,10.40,54.00,0.00,WNW,31.00,1015.70,0
0.00,18.70,41.00,0.00,WSW,28.00,1019.80,0
0.80,30.30,36.00,4.00,SSW,20.00,1009.70,0
0.00,16.20,32.00,0.00,N,11.00,1018.60,0
0.00,37.50,10.00,0.00,S,13.00,1012.60,0
0.00,29.40,33.00,0.00,NNW,17.00,1013.90,0
0.00,9.40,56.00,1.00,WNW,33.00,1022.50,0
0.00,37.50,10.00,0.00,S,13.00,1012.60,0
0.00,21.80,48.00,8.00,E,24.00,1016.60,0
0.00,14.70,48.00,0.00,NNW,22.00,1022.90,0
0.00,13.90,42.00,0.00,NNW,11.00,1032.30,0
0.00,26.20,20.00,6.00,SW,11.00,1013.60,0
2.00,18.60,42.00,0.00,N,11.00,1027.10,0
0.00,10.50,43.00,6.00,WNW,33.00,1013.30,0
0.00,19.60,26.00,0.00,NW,24.00,1014.60,0
0.00,14.90,49.00,0.00,NNW,28.00,1020.50,0
0.00,14.60,49.00,0.00,NNW,6.00,1022.00,0
0.00,15.50,54.00,8.00,NNW,11.00,1028.50,0
0.00,34.30,22.00,4.00,NW,20.00,1013.70,0
0.00,28.30,10.00,0.00,WNW,20.00,1017.40,0
0.00,12.40,40.00,0.00,S,22.00,1022.80,0
0.00,9.50,50.00,0.00,NNW,20.00,1014.90,0
0.00,30.50,43.00,8.00,NE,15.00,1010.20,0
0.00,15.90,35.00,0.00,NNW,20.00,1019.90,0
0.00,30.00,24.00,0.00,NW,37.00,1012.90,0
0.20,15.90,40.00,1.00,S,33.00,1023.00,0
0.00,12.50,39.00,0.00,WNW,35.00,1016.70,0
0.00,21.90,47.00,6.00,ESE,22.00,1014.70,0
0.00,25.60,39.00,2.00,NW,9.00,1019.40,0
0.00,13.20,44.00,2.00,E,7.00,1021.70,1
0.00,16.00,43.00,1.00,WNW,15.00,1014.60,1
0.00,31.80,35.00,5.00,WNW,19.00,1011.50,1
0.00,18.90,57.00,7.00,ESE,31.00,1024.00,1
0.00,11.30,80.00,8.00,NW,17.00,1022.40,1
0.00,12.70,49.00,3.00,NE,2.00,1030.70,1
0.00,13.10,47.00,0.00,NW,44.00,1013.40,1
0.00,10.40,34.00,1.00,S,28.00,1020.60,1
3.00,23.50,35.00,0.00,WNW,31.00,1001.10,1
15.60,26.90,37.00,3.00,ESE,17.00,1017.50,1
9.60,11.00,73.00,4.00,N,9.00,1022.00,1
0.20,10.80,66.00,4.00,S,15.00,1020.70,1
0.00,23.00,25.00,7.00,NW,13.00,1008.10,1
0.20,11.50,75.00,6.00,SSW,17.00,1015.40,1
0.00,17.90,45.00,3.00,NE,26.00,1018.00,1
0.00,7.60,76.00,7.00,W,26.00,1007.40,1
0.00,17.90,35.00,4.00,NNW,39.00,1009.90,1
0.00,24.60,23.00,0.00,NNW,20.00,1011.20,1
0.20,23.30,32.00,0.00,WSW,9.00,1018.90,1
11.20,14.00,81.00,8.00,E,24.00,1020.40,1
0.00,12.60,48.00,8.00,NNW,37.00,1008.50,1
7.40,25.20,57.00,7.00,S,6.00,1011.30,1
1.60,7.60,62.00,8.00,NW,43.00,1009.60,1
0.00,18.50,72.00,8.00,WNW,11.00,1014.10,1
0.00,32.50,30.00,7.00,NW,20.00,1006.80,1
0.00,16.70,81.00,8.00,ESE,19.00,1026.30,1
0.20,10.80,66.00,4.00,S,15.00,1020.70,1
0.20,21.40,50.00,2.00,ENE,28.00,1003.10,1
0.20,18.60,80.00,8.00,N,15.00,1010.50,1
0.00,33.20,34.00,0.00,NW,22.00,1004.90,1
0.00,14.10,56.00,8.00,Calm,0.00,1020.90,1
0.20,11.50,75.00,6.00,SSW,17.00,1015.40,1
0.00,13.00,38.00,0.00,WNW,9.00,1026.50,1
0.00,13.60,38.00,0.00,NW,30.00,1013.50,1
0.00,12.90,50.00,0.00,N,15.00,1022.20,1
0.00,32.70,33.00,3.00,NW,37.00,1004.60,1
0.00,30.80,33.00,8.00,WSW,24.00,1002.90,1
11.20,14.00,81.00,8.00,E,24.00,1020.40,1
0.20,30.90,36.00,3.00,NW,28.00,1009.40,1
0.00,24.20,29.00,1.00,NW,15.00,1023.20,1
0.00,16.00,63.00,8.00,NNW,20.00,1008.70,1
2.40,13.70,69.00,8.00,NW,30.00,1007.00,1
0.00,31.20,34.00,5.00,ESE,28.00,1011.00,1
0.20,19.80,32.00,0.00,S,30.00,1015.80,1
2.40,20.20,65.00,8.00,NE,11.00,1015.10,1
0.00,25.10,41.00,0.00,N,13.00,1014.50,1
0.00,24.70,51.00,8.00,NW,30.00,1020.50,1
2.80,8.80,61.00,8.00,NW,24.00,1014.80,1
0.00,31.10,31.00,8.00,W,19.00,1011.80,1
0.00,27.50,45.00,7.00,NW,30.00,1009.20,1
9.60,11.00,73.00,4.00,N,9.00,1022.00,1
0.20,25.20,26.00,2.00,NNW,11.00,1023.70,1
0.00,12.60,48.00,8.00,NNW,37.00,1008.50,1
0.00,17.00,53.00,0.00,NNW,33.00,1018.50,1
0.20,20.90,63.00,8.00,SW,15.00,1015.00,1
2.40,13.70,69.00,8.00,NW,30.00,1007.00,1
2.00,33.50,23.00,0.00,NW,24.00,1005.70,1
18.40,19.30,61.00,1.00,NW,31.00,1006.10,1
0.00,22.50,36.00,7.00,WNW,24.00,1011.10,1
0.00,31.10,31.00,8.00,W,19.00,1011.80,1
2.40,13.70,69.00,8.00,NW,30.00,1007.00,1
7.40,25.20,57.00,7.00,S,6.00,1011.30,1
0.00,14.20,66.00,8.00,SSE,20.00,1024.20,1
0.00,14.10,56.00,8.00,Calm,0.00,1020.90,1
0.00,32.30,35.00,8.00,N,26.00,1006.30,1
0.20,12.40,87.00,8.00,SSE,17.00,1010.20,1
0.00,11.20,71.00,8.00,E,26.00,1012.50,1
0.00,11.20,71.00,8.00,E,26.00,1012.50,1
0.40,7.40,99.00,8.00,WNW,13.00,1001.20,1
0.40,13.00,42.00,4.00,WNW,33.00,1018.00,1
0.00,32.50,30.00,7.00,NW,20.00,1006.80,1
0.00,12.80,82.00,8.00,N,24.00,1017.60,1
0.00,11.30,80.00,8.00,NW,17.00,1022.40,1
0.20,9.70,76.00,6.00,NNW,35.00,1010.50,1
0.00,26.90,30.00,2.00,NNW,28.00,1009.40,1
0.00,13.20,44.00,2.00,E,7.00,1021.70,1
9.60,11.00,73.00,4.00,N,9.00,1022.00,1
12.00,18.80,45.00,8.00,NW,24.00,1000.50,1
3.80,7.60,68.00,8.00,WNW,28.00,1013.50,1
0.00,12.60,48.00,8.00,NNW,37.00,1008.50,1
0.00,32.50,30.00,7.00,NW,20.00,1006.80,1
0.20,9.70,76.00,6.00,NNW,35.00,1010.50,1
0.20,23.30,32.00,0.00,WSW,9.00,1018.90,1
3.80,11.50,55.00,7.00,WNW,30.00,1007.50,1
11.20,14.00,81.00,8.00,E,24.00,1020.40,1
0.80,22.20,47.00,8.00,SE,24.00,1014.60,1
1.40,5.80,78.00,8.00,NNW,24.00,1012.00,1
0.00,13.40,27.00,8.00,WNW,17.00,1017.50,1
1.40,28.90,21.00,1.00,ENE,13.00,1014.30,1
0.00,11.20,71.00,8.00,E,26.00,1012.50,1
0.40,7.40,99.00,8.00,WNW,13.00,1001.20,1
0.00,18.20,56.00,8.00,NW,17.00,1015.60,1
0.00,14.20,42.00,3.00,WNW,46.00,1005.30,1
0.00,20.20,42.00,8.00,W,30.00,1005.80,1
1.40,28.90,21.00,1.00,ENE,13.00,1014.30,1
0.00,30.80,33.00,8.00,WSW,24.00,1002.90,1
3.80,7.60,68.00,8.00,WNW,28.00,1013.50,1
0.00,4.30,79.00,8.00,SSE,22.00,1016.80,1
0.00,9.10,79.00,4.00,NNW,26.00,1008.40,1
0.00,12.90,50.00,0.00,N,15.00,1022.20,1
0.00,18.50,72.00,8.00,WNW,11.00,1014.10,1
0.00,24.20,29.00,1.00,NW,15.00,1023.20,1
0.00,24.70,51.00,8.00,NW,30.00,1020.50,1
0.00,7.60,76.00,7.00,W,26.00,1007.40,1
0.00,32.70,33.00,3.00,NW,37.00,1004.60,1
0.00,32.30,35.00,8.00,N,26.00,1006.30,1
0.00,32.30,35.00,8.00,N,26.00,1006.30,1
0.00,13.60,38.00,0.00,NW,30.00,1013.50,1
0.00,16.00,63.00,8.00,NNW,20.00,1008.70,1
15.20,21.30,54.00,1.00,N,9.00,1010.80,1
7.40,25.20,57.00,7.00,S,6.00,1011.30,1
0.00,17.90,45.00,3.00,NE,26.00,1018.00,1
0.00,25.10,41.00,0.00,N,13.00,1014.50,1
0.20,30.90,36.00,3.00,NW,28.00,1009.40,1
0.00,18.90,57.00,7.00,ESE,31.00,1024.00,1
0.00,18.20,56.00,8.00,NW,17.00,1015.60,1
0.00,18.20,56.00,8.00,NW,17.00,1015.60,1
0.20,25.40,31.00,4.00,WNW,31.00,1003.90,1
6.00,13.20,58.00,8.00,NW,35.00,1016.80,1
0.20,23.30,32.00,0.00,WSW,9.00,1018.90,1
0.00,16.00,43.00,1.00,WNW,15.00,1014.60,1
0.20,10.80,66.00,4.00,S,15.00,1020.70,1
0.00,23.70,31.00,1.00,NNW,31.00,1016.10,1
0.20,10.80,66.00,4.00,S,15.00,1020.70,1
0.00,23.50,35.00,8.00,NW,31.00,1013.30,1
0.00,24.20,29.00,1.00,NW,15.00,1023.20,1
0.20,20.90,63.00,8.00,SW,15.00,1015.00,1
0.20,25.40,31.00,4.00,WNW,31.00,1003.90,1
2.40,13.70,69.00,8.00,NW,30.00,1007.00,1
0.20,10.80,66.00,4.00,S,15.00,1020.70,1
0.20,25.20,26.00,2.00,NNW,11.00,1023.70,1
0.00,12.70,46.00,0.00,NNW,19.00,1026.60,1
17.80,8.50,69.00,1.00,WNW,31.00,1009.20,1
0.20,23.30,32.00,0.00,WSW,9.00,1018.90,1
0.20,10.80,66.00,4.00,S,15.00,1020.70,1
0.00,31.30,33.00,8.00,W,26.00,1008.80,1
0.20,21.40,50.00,2.00,ENE,28.00,1003.10,1
0.00,12.60,48.00,8.00,NNW,37.00,1008.50,1
0.00,18.50,72.00,8.00,WNW,11.00,1014.10,1
0.00,16.00,43.00,1.00,WNW,15.00,1014.60,1
0.00,17.90,35.00,4.00,NNW,39.00,1009.90,1
2.00,33.50,23.00,0.00,NW,24.00,1005.70,1
0.20,25.30,41.00,1.00,NNW,22.00,1008.90,1
0.00,32.30,35.00,8.00,N,26.00,1006.30,1
1.40,5.80,78.00,8.00,NNW,24.00,1012.00,1
0.20,25.40,31.00,4.00,WNW,31.00,1003.90,1
0.00,11.50,60.00,8.00,WNW,31.00,1019.40,1
0.00,18.50,72.00,8.00,WNW,11.00,1014.10,1
0.00,27.50,45.00,7.00,NW,30.00,1009.20,1
0.20,25.20,26.00,2.00,NNW,11.00,1023.70,1
0.00,31.80,35.00,5.00,WNW,19.00,1011.50,1
35.20,16.00,88.00,8.00,NNW,28.00,1003.30,1
0.00,23.00,25.00,7.00,NW,13.00,1008.10,1
0.00,14.20,42.00,3.00,WNW,46.00,1005.30,1
0.20,25.20,26.00,2.00,NNW,11.00,1023.70,1
0.00,8.50,72.00,8.00,NW,22.00,1009.10,1
0.00,32.30,35.00,8.00,N,26.00,1006.30,1
0.00,31.80,35.00,5.00,WNW,19.00,1011.50,1
4.40,12.30,72.00,2.00,W,7.00,1022.60,1
5.00,19.40,28.00,0.00,WNW,7.00,1025.40,1
0.00,14.20,42.00,3.00,WNW,46.00,1005.30,1
0.00,9.10,79.00,4.00,NNW,26.00,1008.40,1
35.20,16.00,88.00,8.00,NNW,28.00,1003.30,1
0.00,10.20,45.00,8.00,NNW,26.00,1012.90,1
0.00,11.00,51.00,1.00,W,30.00,1014.80,1
0.20,19.80,32.00,0.00,S,30.00,1015.80,1
1.80,18.10,70.00,8.00,E,28.00,1019.20,1
0.00,23.50,35.00,8.00,NW,31.00,1013.30,1
0.00,16.70,81.00,8.00,ESE,19.00,1026.30,1
19.60,15.70,84.00,8.00,SE,15.00,1008.20,1
6.00,13.20,58.00,8.00,NW,35.00,1016.80,1
0.80,22.20,47.00,8.00,SE,24.00,1014.60,1
0.00,26.90,30.00,2.00,NNW,28.00,1009.40,1
0.00,13.40,27.00,8.00,WNW,17.00,1017.50,1
0.00,11.30,80.00,8.00,NW,17.00,1022.40,1
0.00,7.60,76.00,7.00,W,26.00,1007.40,1
0.00,33.20,34.00,0.00,NW,22.00,1004.90,1
0.00,10.40,34.00,1.00,S,28.00,1020.60,1
7.60,23.30,53.00,1.00,WNW,9.00,1014.70,1
0.00,14.10,56.00,8.00,Calm,0.00,1020.90,1
0.00,11.20,71.00,8.00,E,26.00,1012.50,1
0.00,11.00,51.00,1.00,W,30.00,1014.80,1
0.00,31.30,33.00,8.00,W,26.00,1008.80,1
0.00,12.80,82.00,8.00,N,24.00,1017.60,1
5.00,19.40,28.00,0.00,WNW,7.00,1025.40,1
0.00,18.90,57.00,7.00,ESE,31.00,1024.00,1
3.60,7.00,72.00,8.00,NW,28.00,1008.30,1
0.00,14.20,66.00,8.00,SSE,20.00,1024.20,1
2.40,20.20,65.00,8.00,NE,11.00,1015.10,1
2.80,8.80,61.00,8.00,NW,24.00,1014.80,1
0.00,13.20,45.00,8.00,NNW,37.00,1008.10,1
0.00,11.30,80.00,8.00,NW,17.00,1022.40,1
12.00,18.80,45.00,8.00,NW,24.00,1000.50,1
0.00,23.00,25.00,7.00,NW,13.00,1008.10,1
0.00,32.70,33.00,3.00,NW,37.00,1004.60,1
0.20,25.20,26.00,2.00,NNW,11.00,1023.70,1
0.60,7.30,53.00,0.00,WNW,37.00,1010.80,1
17.80,8.50,69.00,1.00,WNW,31.00,1009.20,1
0.00,17.90,45.00,3.00,NE,26.00,1018.00,1
0.00,23.50,35.00,8.00,NW,31.00,1013.30,1
